objectid;straatnaam;postcode6;postcode4;hsnr_laag;hsnr_hoog;hsnr_aant;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelcode;stadsdeelnaam;x_rd;y_rd;longitude;latitude;geo_shape;geo_point_2d
5617;de Waghemakerstraat;5622JG;5622;4.0;50.0;24.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160668.0772;385982.08219366;5.46876399;51.46287975;"{""coordinates"": [5.468762633458724, 51.46287940030185], ""type"": ""Point""}";51.46287940030185, 5.468762633458724
5619;de Waghemakerstraat;5622JJ;5622;100.0;146.0;24.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160633.46185;386160.36680754;5.46826874;51.46448264;"{""coordinates"": [5.468267370966447, 51.4644822851166], ""type"": ""Point""}";51.4644822851166, 5.468267370966447
5623;van Aitzemastraat;5624GJ;5624;1.0;35.0;18.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159954.53615;386971.50306633;5.45851019;51.47178005;"{""coordinates"": [5.458508740042942, 51.47177969680439], ""type"": ""Point""}";51.47177969680439, 5.458508740042942
5624;van Aitzemastraat;5624GK;5624;2.0;36.0;18.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159980.0806;386991.05597628;5.45887812;51.47195558;"{""coordinates"": [5.4588766704535, 51.47195522493771], ""type"": ""Point""}";51.47195522493771, 5.4588766704535
5627;van Beethovenlaan;5654EC;5654;2.0;44.0;22.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160293.77375;381352.13741145;5.46330812;51.42126636;"{""coordinates"": [5.463306977076654, 51.42126604977441], ""type"": ""Point""}";51.42126604977441, 5.463306977076654
5628;van Beethovenlaan;5654ED;5654;46.0;108.0;28.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160232.28355;381214.3129657;5.46242204;51.42002807;"{""coordinates"": [5.462420901754903, 51.42002776547593], ""type"": ""Point""}";51.42002776547593, 5.462420901754903
5633;van Bodeghemstraat;5622JN;5622;2.0;28.0;14.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160568.58962995;386104.38045;5.46733432;51.46398004;"{""coordinates"": [5.4673329457696305, 51.46397969047735], ""type"": ""Point""}";51.46397969047735, 5.4673329457696305
5634;van Brakelstraat;5612GP;5612;1.0;9.0;18.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160759.13455;384790.38778355;5.47005477;51.45216709;"{""coordinates"": [5.47005348109611, 51.4521667539453], ""type"": ""Point""}";51.4521667539453, 5.47005348109611
5635;van Coothstraat;5644TD;5644;1.0;25.0;13.0;223;Genneperzijde;22;Wijk Kortonjo;2;Stadsdeel Stratum;161669.45046666;381562.7326;5.48308985;51.42314472;"{""coordinates"": [5.483088766685611, 51.423144407401544], ""type"": ""Point""}";51.423144407401544, 5.483088766685611
5636;van Coothstraat;5644TE;5644;2.0;26.0;13.0;223;Genneperzijde;22;Wijk Kortonjo;2;Stadsdeel Stratum;161663.51310239;381600.1577;5.48300519;51.42348119;"{""coordinates"": [5.4830041093354085, 51.423480879549956], ""type"": ""Point""}";51.423480879549956, 5.4830041093354085
5638;van Dormaalstraat;5624KH;5624;1.0;21.0;15.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160413.97809546;386603.44035;5.46511712;51.46846743;"{""coordinates"": [5.465115711292143, 51.46846707290151], ""type"": ""Point""}";51.46846707290151, 5.465115711292143
5639;van Druyvesteinstraat;5622BH;5622;1.0;20.0;20.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160365.07985;385180.35301759;5.46439166;51.45567625;"{""coordinates"": [5.464390325699711, 51.45567591253305], ""type"": ""Point""}";51.45567591253305, 5.464390325699711
5643;van Ennettenstraat;5645MD;5645;53.0;67.0;12.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163235.91083827;381497.7424;5.50560983;51.42253982;"{""coordinates"": [5.505608827607596, 51.422539505044796], ""type"": ""Point""}";51.422539505044796, 5.505608827607596
5644;van Everdingenstraat;5643VA;5643;1.0;21.0;11.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163288.98855;382242.04478444;5.50639045;51.42922933;"{""coordinates"": [5.5063894275174325, 51.429229009135426], ""type"": ""Point""}";51.429229009135426, 5.5063894275174325
5645;van Everdingenstraat;5643VB;5643;2.0;48.0;24.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163256.628;382242.68338277;5.50592514;51.42923555;"{""coordinates"": [5.5059241201578155, 51.429235224679545], ""type"": ""Point""}";51.429235224679545, 5.5059241201578155
5652;van Hogendorplaan;5631AJ;5631;1.0;17.0;10.0;336;Karpen;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163216.79109087;385098.16525;5.50541899;51.45490308;"{""coordinates"": [5.505417824089724, 51.454902731393695], ""type"": ""Point""}";51.454902731393695, 5.505417824089724
5653;van Hogendorplaan;5631AK;5631;2.0;12.0;6.0;336;Karpen;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163357.37325815;385188.66565;5.50744374;51.45571449;"{""coordinates"": [5.507442582507886, 51.45571413683651], ""type"": ""Point""}";51.45571413683651, 5.507442582507886
5655;van Kinsbergenstraat;5612LK;5612;1.0;39.0;53.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160864.23523608;384524.0102;5.47156236;51.44977163;"{""coordinates"": [5.471561087821544, 51.44977129253493], ""type"": ""Point""}";51.44977129253493, 5.471561087821544
5656;van Kinsbergenstraat;5612LL;5612;43.0;77.0;17.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160627.33485649;384473.86045;5.46815357;51.44932327;"{""coordinates"": [5.468152290314867, 51.449322934747954], ""type"": ""Point""}";51.449322934747954, 5.468152290314867
5658;van Kinsbergenstraat;5612LN;5612;32.0;68.0;26.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160788.42853177;384528.3276;5.47047189;51.44981122;"{""coordinates"": [5.47047061951637, 51.449810885490145], ""type"": ""Point""}";51.449810885490145, 5.47047061951637
5665;van Meursstraat;5615JP;5615;37.0;55.0;10.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;161219.58048245;382230.73445;5.47663372;51.42915432;"{""coordinates"": [5.476632588075425, 51.42915400358019], ""type"": ""Point""}";51.42915400358019, 5.476632588075425
5669;van Norenburchstraat;5622KP;5622;2.0;44.0;22.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160550.7684;385553.66042048;5.46706917;51.45902998;"{""coordinates"": [5.467067822754687, 51.459029638623214], ""type"": ""Point""}";51.459029638623214, 5.467067822754687
2849;Koningskinderen;5629KM;5629;2.0;44.0;22.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161610.57405;388443.25384454;5.48237272;51.48499206;"{""coordinates"": [5.482371316900061, 51.484991687574386], ""type"": ""Point""}";51.484991687574386, 5.482371316900061
2852;Kootwijkstraat;5651AP;5651;1.0;33.0;30.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158701.28659601;384035.31085;5.44044159;51.44539726;"{""coordinates"": [5.4404402490143875, 51.44539694405179], ""type"": ""Point""}";51.44539694405179, 5.4404402490143875
2856;Korenbloemstraat;5643HL;5643;37.0;67.0;26.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162965.60195;380957.8260067;5.50171136;51.41769058;"{""coordinates"": [5.501710356860357, 51.41769026293253], ""type"": ""Point""}";51.41769026293253, 5.501710356860357
2858;Korenbloemstraat;5643HN;5643;38.0;68.0;16.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162941.0439;380951.24725937;5.50135817;51.41763179;"{""coordinates"": [5.501357170336897, 51.41763147591484], ""type"": ""Point""}";51.41763147591484, 5.501357170336897
2861;Korfakker;5625SP;5625;2.0;100.0;74.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161893.0828;386960.43503348;5.48641086;51.47166014;"{""coordinates"": [5.486409523154205, 51.471659779228176], ""type"": ""Point""}";51.471659779228176, 5.486409523154205
2862;Korianderstraat;5643AM;5643;1.0;25.0;20.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162839.35985;381469.98397693;5.49990795;51.42229597;"{""coordinates"": [5.499906929220491, 51.42229565277996], ""type"": ""Point""}";51.42229565277996, 5.499906929220491
2868;Kornoeljelaan;5643CD;5643;1.0;23.0;12.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162663.3188;381479.50215911;5.4973772;51.42238395;"{""coordinates"": [5.497376174914549, 51.42238363143005], ""type"": ""Point""}";51.42238363143005, 5.497376174914549
2870;Korte Havenstraat;5611VH;5611;12.0;26.0;8.0;211;Irisbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162053.846;382997.05795421;5.48864516;51.43603272;"{""coordinates"": [5.48864404032535, 51.436032391543414], ""type"": ""Point""}";51.436032391543414, 5.48864404032535
2871;Kortenaerstraat;5612GR;5612;1.0;22.0;15.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160729.87804872;384751.7732;5.46963324;51.4518203;"{""coordinates"": [5.469631952543404, 51.45181995965427], ""type"": ""Point""}";51.45181995965427, 5.469631952543404
2873;Kortonjolaan;5644KB;5644;1.0;94.0;30.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;161792.61032671;381059.4938;5.48485085;51.4186198;"{""coordinates"": [5.484849793113944, 51.418619487511656], ""type"": ""Point""}";51.418619487511656, 5.484849793113944
2874;Kosmoslaan;5632AT;5632;1.0;29.0;15.0;542;Luytelaer;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163113.20585;386860.24661785;5.50396934;51.47074331;"{""coordinates"": [5.503968082777561, 51.47074294411877], ""type"": ""Point""}";51.47074294411877, 5.503968082777561
2878;Koudenhovenseweg Zuid;5641AC;5641;166.0;202.0;4.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163400.02162677;384461.51445;5.50803999;51.44917775;"{""coordinates"": [5.508038864182222, 51.44917739987108], ""type"": ""Point""}";51.44917739987108, 5.508038864182222
2880;Kraanven;5646HK;5646;2.0;38.0;19.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163609.11669888;381332.51315;5.51097142;51.42104905;"{""coordinates"": [5.5109704375301325, 51.42104873429318], ""type"": ""Point""}";51.42104873429318, 5.5109704375301325
2883;Kraijenhoffstraat;5612PX;5612;2.0;32.0;17.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160298.16198319;384419.6895;5.4634174;51.44883954;"{""coordinates"": [5.463416112441965, 51.44883920817247], ""type"": ""Point""}";51.44883920817247, 5.463416112441965
2885;Kramersstraat;5612NV;5612;2.0;10.0;5.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160531.16240366;384178.4947;5.46676542;51.44666928;"{""coordinates"": [5.466764156750123, 51.446668947682774], ""type"": ""Point""}";51.446668947682774, 5.466764156750123
2886;Kramersstraat;5612NW;5612;1.0;5.0;5.0;410;Limbeek-Zuid;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160553.46855;384141.0296064;5.4670857;51.4463323;"{""coordinates"": [5.467084437592665, 51.44633196696925], ""type"": ""Point""}";51.44633196696925, 5.467084437592665
2889;Kreeftstraat;5654AC;5654;27.0;71.0;23.0;723;Rapelenburg;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160446.67684711;381873.7918;5.46551444;51.42595388;"{""coordinates"": [5.46551328258155, 51.42595357289586], ""type"": ""Point""}";51.42595357289586, 5.46551328258155
2899;Kronehoefstraat;5612HK;5612;1.0;37.0;129.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160813.74268013;384812.4374;5.47084075;51.45236473;"{""coordinates"": [5.4708394663435636, 51.452364388209425], ""type"": ""Point""}";51.452364388209425, 5.4708394663435636
2900;Kronehoefstraat;5612HL;5612;39.0;87.0;6.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160435.93435843;384745.47175;5.46540436;51.45176657;"{""coordinates"": [5.465403054769359, 51.45176623694527], ""type"": ""Point""}";51.45176623694527, 5.465403054769359
2902;Kroonstraat;5632DX;5632;1.0;39.0;30.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162627.485;387153.22291067;5.49698503;51.47338357;"{""coordinates"": [5.496983733915422, 51.47338319804139], ""type"": ""Point""}";51.47338319804139, 5.496983733915422
2905;Kruburg;5632PJ;5632;48.0;92.0;23.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162454.55755;388246.01582498;5.49451925;51.48320861;"{""coordinates"": [5.494517898498636, 51.483208229456714], ""type"": ""Point""}";51.483208229456714, 5.494517898498636
2908;Kruisakker;5625SC;5625;2.0;42.0;31.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161880.08565;386692.52304428;5.48621855;51.46925214;"{""coordinates"": [5.4862172256919655, 51.46925177456443], ""type"": ""Point""}";51.46925177456443, 5.4862172256919655
2909;Kruisakker;5625SE;5625;44.0;84.0;35.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161917.15633379;386650.98365;5.48675125;51.4688783;"{""coordinates"": [5.486749927910153, 51.468877938051214], ""type"": ""Point""}";51.468877938051214, 5.486749927910153
2912;Kruisstraat;5612CE;5612;91.0;129.0;24.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161061.8109;384409.61774147;5.47440266;51.4487413;"{""coordinates"": [5.474401404331743, 51.4487409634008], ""type"": ""Point""}";51.4487409634008, 5.474401404331743
2913;Kruisstraat;5612CG;5612;131.0;163.0;20.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161027.80655;384454.03949577;5.47391425;51.44914096;"{""coordinates"": [5.473912995745862, 51.449140620964194], ""type"": ""Point""}";51.449140620964194, 5.473912995745862
2915;Kruisstraat;5612CJ;5612;36.0;78.0;71.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161137.6656;384135.92963099;5.47548908;51.44628039;"{""coordinates"": [5.4754878479750815, 51.44628005363247], ""type"": ""Point""}";51.44628005363247, 5.4754878479750815
2918;Kruisstraat;5612CM;5612;124.0;158.0;35.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161052.54545;384492.86047482;5.4742708;51.44948964;"{""coordinates"": [5.474269545350173, 51.44948930374137], ""type"": ""Point""}";51.44948930374137, 5.474269545350173
2922;Kuiperbergstraat;5628DJ;5628;1.0;33.0;17.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160299.0199;388118.78728968;5.46348555;51.48208944;"{""coordinates"": [5.463484079217179, 51.48208907688703], ""type"": ""Point""}";51.48208907688703, 5.463484079217179
2923;Kuiperbergstraat;5628DK;5628;2.0;34.0;17.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160272.72555;388147.97592066;5.46310746;51.48235206;"{""coordinates"": [5.463105983928795, 51.48235169006636], ""type"": ""Point""}";51.48235169006636, 5.463105983928795
2925;Kwartier;5629CJ;5629;1.0;40.0;40.0;535;Castiliëlaan;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;159571.65468968;389244.73375;5.45302911;51.49221656;"{""coordinates"": [5.453027587839458, 51.492216195289274], ""type"": ""Point""}";51.492216195289274, 5.453027587839458
2928;Laagstraat;5654PK;5654;239.0;283.0;28.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160229.2155;381900.02519853;5.46238812;51.42619175;"{""coordinates"": [5.4623869541510395, 51.42619143859465], ""type"": ""Point""}";51.42619143859465, 5.4623869541510395
2929;Laagstraat;5654PL;5654;285.0;369.0;29.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160160.98415;381706.74355232;5.46140423;51.42445503;"{""coordinates"": [5.4614030755157, 51.42445472329227], ""type"": ""Point""}";51.42445472329227, 5.4614030755157
2930;Laagstraat;5654PM;5654;371.0;419.0;25.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159919.01406453;381553.5532;5.45792311;51.42308022;"{""coordinates"": [5.4579219432904, 51.423079911081665], ""type"": ""Point""}";51.423079911081665, 5.4579219432904
2931;Laagstraat;5654PN;5654;421.0;445.0;22.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159854.2538;381491.90232843;5.45699118;51.42252662;"{""coordinates"": [5.456990012982086, 51.42252631324074], ""type"": ""Point""}";51.42252631324074, 5.456990012982086
5678;van Renesseweg;5645JP;5645;39.0;73.0;18.0;230;Puttense Dreef;23;Wijk Putten;2;Stadsdeel Stratum;163671.3988;381779.31659777;5.51187783;51.42506427;"{""coordinates"": [5.511876835306689, 51.425063944740835], ""type"": ""Point""}";51.425063944740835, 5.511876835306689
5681;van Renesseweg;5645JT;5645;82.0;104.0;12.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163666.51085;381855.2165837;5.51180941;51.42574658;"{""coordinates"": [5.511808421900932, 51.42574625920113], ""type"": ""Point""}";51.42574625920113, 5.511808421900932
5686;van Thienenlaan;5622BA;5622;1.0;27.0;20.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160409.51635203;385207.4223;5.46503141;51.45591914;"{""coordinates"": [5.465030077651748, 51.45591880309278], ""type"": ""Point""}";51.45591880309278, 5.465030077651748
5687;van Thienenlaan;5622BB;5622;29.0;81.0;26.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160262.5389296;385318.3876;5.46291841;51.45691797;"{""coordinates"": [5.462917060650842, 51.45691762649706], ""type"": ""Point""}";51.45691762649706, 5.462917060650842
2937;Laar;5641PL;5641;2.0;20.0;10.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164392.78455;383699.19377618;5.52230106;51.44230982;"{""coordinates"": [5.522300027365053, 51.4423094819756], ""type"": ""Point""}";51.4423094819756, 5.522300027365053
2939;Laboratoriumstraat;5617BJ;5617;2.0;104.0;52.0;616;Strijp S;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159609.4196;384196.1289855;5.45350661;51.44683609;"{""coordinates"": [5.453505295282719, 51.44683576804631], ""type"": ""Point""}";51.44683576804631, 5.453505295282719
2940;Lage Zijde;5626DL;5626;1.0;10.0;18.0;520;Kapelbeemd;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157204.28263275;388045.0207;5.41893337;51.48144706;"{""coordinates"": [5.418931823514105, 51.48144672709499], ""type"": ""Point""}";51.48144672709499, 5.418931823514105
2943;Lakerstraat;5613ER;5613;2.0;22.0;11.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162130.58925;383427.19436439;5.48975755;51.4398981;"{""coordinates"": [5.4897564136457575, 51.43989777305637], ""type"": ""Point""}";51.43989777305637, 5.4897564136457575
2944;Lakerstraat;5613ES;5613;24.0;68.0;23.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162180.26761069;383369.0803;5.49047087;51.4393751;"{""coordinates"": [5.490469737143764, 51.439374773958264], ""type"": ""Point""}";51.439374773958264, 5.490469737143764
2945;Lalostraat;5653ES;5653;2.0;10.0;5.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159499.74151264;381729.30645;5.45189734;51.42466352;"{""coordinates"": [5.4518961505012955, 51.4246632094617], ""type"": ""Point""}";51.4246632094617, 5.4518961505012955
2946;Lamastraat;5645BM;5645;1.0;10.0;10.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163329.78515;381129.19947568;5.50695076;51.41922573;"{""coordinates"": [5.506949770476416, 51.41922541505768], ""type"": ""Point""}";51.41922541505768, 5.506949770476416
2947;Lambert van Leuvenhof;5616CL;5616;2.0;36.0;18.0;713;Hagenkamp;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160161.56592569;382339.6317;5.46142188;51.43014385;"{""coordinates"": [5.461420693030237, 51.4301435414236], ""type"": ""Point""}";51.4301435414236, 5.461420693030237
2948;Lanceloetstraat;5625BW;5625;2.0;36.0;18.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160768.06120838;386743.014;5.47021525;51.46971849;"{""coordinates"": [5.470213853217646, 51.46971812780552], ""type"": ""Point""}";51.46971812780552, 5.470213853217646
2949;Lanceloetstraat;5625BX;5625;38.0;66.0;15.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160764.76485;386691.92116321;5.47016697;51.46925926;"{""coordinates"": [5.470165576304833, 51.469258906763145], ""type"": ""Point""}";51.469258906763145, 5.470165576304833
2951;Landheer;5658HT;5658;1.0;24.0;22.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;157214.6664;382805.72156692;5.41904974;51.43435271;"{""coordinates"": [5.419048422244984, 51.434352412951675], ""type"": ""Point""}";51.434352412951675, 5.419048422244984
2958;Langenakkerweg;5616SZ;5616;4.0;18.0;8.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159383.36879731;383883.61235;5.45025101;51.44402879;"{""coordinates"": [5.4502497068593705, 51.4440284704492], ""type"": ""Point""}";51.4440284704492, 5.4502497068593705
2962;Languedoclaan;5627BE;5627;1.0;62.0;58.0;523;Achtse Barrier-Spaaihoef;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158525.00548974;388162.07955;5.43794735;51.48249251;"{""coordinates"": [5.437945811880234, 51.48249216342515], ""type"": ""Point""}";51.48249216342515, 5.437945811880234
2964;Larixplein;5616VB;5616;1.0;7.0;8.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159313.0095;384080.45946492;5.44924138;51.44579873;"{""coordinates"": [5.449240065383683, 51.445798406639234], ""type"": ""Point""}";51.445798406639234, 5.449240065383683
2965;Larochetteweg;5625LH;5625;1.0;6.0;6.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160881.42001579;387147.8817;5.47185349;51.47335653;"{""coordinates"": [5.4718520851623085, 51.47335616301425], ""type"": ""Point""}";51.47335616301425, 5.4718520851623085
